,application_mode,application_order,course,daytime_evening_attendance,mother_s_occupation,father_s_occupation
3560,39,1,9500,1,4,4
3561,17,5,9773,1,5,5
3562,39,1,9130,1,99,99
3563,44,1,9119,1,2,3
3564,44,1,9119,1,3,4
3565,39,1,9991,0,1,2
3566,43,1,9070,1,6,6
3567,1,6,9119,1,7,3
3568,17,5,9119,1,9,9
3569,39,1,9085,1,2,5
3570,17,2,9070,1,144,144
3571,17,1,9119,1,4,5
3572,43,1,9991,0,9,9
3573,1,2,9119,1,9,9
3574,1,1,9254,1,9,9
3575,1,1,9130,1,3,3
3576,17,3,9147,1,3,3
3577,42,1,9500,1,9,9
3578,17,4,9085,1,5,5
3579,1,1,9670,1,4,7
3580,44,1,9003,1,9,8
3581,1,1,9556,1,193,144
3582,39,1,9991,0,9,9
3583,17,6,9147,1,9,9
3584,39,1,8014,0,4,7
3585,39,1,33,1,9,9
3586,7,1,171,1,9,2
3587,43,1,9070,1,9,2
3588,18,1,9773,1,9,8
3589,7,1,9991,0,4,2
3590,1,3,9147,1,5,3
3591,17,3,9500,1,2,7
3592,7,1,9670,1,3,3
3593,1,3,9773,1,8,3
3594,1,1,9130,1,9,1
3595,44,1,9003,1,9,10
3596,44,1,9003,1,1,1
3597,16,2,9238,1,4,5
3598,16,4,9773,1,9,3
3599,43,1,9147,1,2,1
3600,18,4,171,1,9,5
3601,17,3,9773,1,3,3
3602,1,4,9773,1,9,7
3603,17,3,9119,1,141,193
3604,17,2,9773,1,9,9
3605,1,3,9773,1,2,4
3606,44,1,9070,1,4,4
3607,43,1,171,1,9,4
3608,17,1,9119,1,5,4
3609,1,1,171,1,9,9
3610,44,1,9119,1,9,5
3611,17,1,9670,1,4,4
3612,44,1,9085,1,5,7
3613,1,1,9119,1,3,3
3614,15,1,9119,1,2,2
3615,17,1,9670,1,5,4
3616,1,1,9119,1,9,8
3617,1,1,9238,1,9,7
3618,17,5,9773,1,7,7
3619,17,1,9238,1,9,9
3620,15,1,9085,1,9,9
3621,1,1,9500,1,3,3
3622,1,2,9238,1,9,9
3623,18,6,8014,0,2,4
3624,1,2,9147,1,2,4
3625,1,1,9238,1,7,5
3626,17,1,8014,0,0,0
3627,1,6,9773,1,4,4
3628,1,1,171,1,9,9
3629,1,1,9670,1,9,8
3630,1,3,9500,1,9,3
3631,1,3,9773,1,7,7
3632,44,1,9238,1,191,102
3633,39,1,9254,1,4,6
3634,1,2,9085,1,4,6
3635,42,1,9500,1,9,4
3636,1,1,9773,1,2,3
3637,39,1,9853,1,9,9
3638,1,4,9500,1,5,5
3639,1,1,9670,1,4,4
3640,1,3,9773,1,4,4
3641,1,2,9254,1,6,6
3642,17,2,8014,0,1,1
3643,17,1,9085,1,4,9
3644,1,3,9238,1,8,8
3645,17,3,9238,1,2,3
3646,39,1,9085,1,4,2
3647,17,1,9238,1,8,6
3648,1,4,9500,1,5,5
3649,39,1,9853,1,9,8
3650,43,1,9070,1,3,9
3651,43,1,9670,1,7,10
3652,17,1,9556,1,9,9
3653,44,1,9085,1,9,9
3654,1,1,9773,1,4,10
3655,44,1,9238,1,3,5
3656,1,2,9085,1,4,10
3657,1,5,9500,1,9,2
3658,1,1,9991,0,5,8
3659,44,1,9085,1,5,5
3660,1,3,9238,1,7,10
3661,1,1,9773,1,123,122
3662,1,1,9085,1,9,10
3663,17,1,9500,1,9,8
3664,1,6,9500,1,5,9
3665,39,1,9003,1,9,4
3666,42,1,9070,1,0,4
3667,42,1,9147,1,99,99
3668,1,1,9238,1,9,9
3669,42,1,9500,1,2,2
3670,1,1,171,1,4,4
3671,17,1,9085,1,9,9
3672,44,1,9085,1,4,7
3673,39,1,8014,0,144,141
3674,1,1,9070,1,3,5
3675,17,1,9070,1,9,3
3676,43,5,9238,1,9,7
3677,1,2,9773,1,5,0
3678,17,1,9670,1,141,114
3679,5,2,9853,1,3,3
3680,1,1,171,1,9,9
3681,39,1,9147,1,9,9
3682,39,1,9991,0,9,9
3683,18,1,171,1,5,5
3684,39,1,9147,1,9,7
3685,43,1,9003,1,4,10
3686,1,1,9147,1,0,0
3687,1,1,9147,1,9,7
3688,39,1,9238,1,9,10
3689,43,1,9130,1,1,1
3690,17,6,9147,1,9,4
3691,17,5,9119,1,4,5
3692,39,1,9670,1,7,7
3693,17,5,9119,1,9,7
3694,17,1,171,1,9,9
3695,39,1,9991,0,9,9
3696,43,1,9254,1,9,9
3697,17,1,9254,1,4,10
3698,1,1,9500,1,5,10
3699,1,1,9085,1,2,5
3700,17,3,9070,1,5,5
3701,1,1,9147,1,99,99
3702,1,1,9147,1,4,2
3703,39,1,9119,1,9,9
3704,18,2,9670,1,4,1
3705,51,1,9147,1,9,6
3706,1,1,9147,1,5,5
3707,17,3,171,1,5,10
3708,17,4,9070,1,9,10
3709,17,2,9670,1,5,3
3710,17,4,9085,1,151,151
3711,44,1,171,1,9,9
3712,39,1,9147,1,4,7
3713,43,1,33,1,1,1
3714,39,1,9670,1,9,3
3715,1,2,9147,1,5,3
3716,44,1,9130,1,2,10
3717,1,3,171,1,9,9
3718,43,1,9147,1,1,7
3719,17,1,9670,1,5,8
3720,44,1,9003,1,144,123
3721,7,1,9070,1,7,7
3722,39,1,9003,1,9,1
3723,17,2,9119,1,4,4
3724,1,2,9670,1,9,9
3725,44,1,9003,1,3,10
3726,43,2,9991,0,5,5
3727,17,6,9670,1,9,7
3728,51,1,8014,0,9,10
3729,1,1,9003,1,4,8
3730,43,1,9500,1,7,7
3731,51,1,9070,1,9,9
3732,1,3,171,1,1,1
3733,39,1,9238,1,7,7
3734,43,1,9147,1,9,5
3735,1,2,9500,1,9,9
3736,39,1,9119,1,9,9
3737,1,1,9254,1,2,4
3738,17,4,9119,1,9,3
3739,17,3,9119,1,9,7
3740,51,1,9670,1,3,10
3741,39,1,9119,1,9,3
3742,17,1,9670,1,7,9
3743,51,1,9085,1,4,2
3744,17,3,9853,1,4,0
3745,1,1,171,1,4,3
3746,1,1,9500,1,4,4
3747,43,1,9130,1,3,2
3748,1,3,9500,1,4,5
3749,1,4,9070,1,1,5
3750,17,2,9500,1,7,7
3751,1,1,9070,1,2,10
3752,1,2,9773,1,9,4
3753,43,4,9500,1,9,9
3754,39,1,9085,1,7,90
3755,18,4,9500,1,3,4
3756,39,1,8014,0,9,9
3757,1,2,9500,1,4,3
3758,44,1,9085,1,4,3
3759,17,1,9991,0,6,7
3760,2,1,9147,1,9,9
3761,7,1,9238,1,4,10
3762,1,1,9085,1,5,7
3763,1,1,9238,1,4,9
3764,17,1,9238,1,3,7
3765,1,1,9500,1,6,6
3766,18,3,9070,1,9,7
3767,17,1,9773,1,9,8
3768,1,3,9853,1,2,2
3769,1,3,9773,1,4,4
3770,44,1,9130,1,4,8
3771,44,1,9003,1,4,3
3772,1,4,9238,1,9,7
3773,39,1,9085,1,9,9
3774,1,1,9238,1,4,7
3775,1,1,9085,1,4,9
3776,44,1,9003,1,2,6
3777,1,1,9070,1,7,3
3778,44,1,9085,1,4,4
3779,43,1,9556,1,3,2
3780,18,1,9500,1,1,1
3781,1,3,9070,1,4,7
3782,17,2,9853,1,5,5
3783,1,2,9500,1,4,4
3784,7,1,8014,0,9,3
3785,44,1,9003,1,4,9
3786,17,2,171,1,2,3
3787,1,1,9238,1,9,8
3788,44,1,9003,1,4,6
3789,17,1,9238,1,4,2
3790,1,2,9500,1,4,7
3791,44,1,9130,1,3,6
3792,18,1,9119,1,90,3
3793,17,1,9773,1,5,7
3794,17,1,9119,1,7,9
3795,1,3,9119,1,2,7
3796,1,1,9254,1,4,4
3797,43,2,9670,1,1,7
3798,1,1,9670,1,9,9
3799,39,1,9085,1,5,3
3800,17,1,9853,1,0,3
3801,18,1,9500,1,6,6
3802,43,1,8014,0,9,9
3803,43,1,8014,0,0,0
3804,1,1,9147,1,5,5
3805,43,1,9991,0,9,9
3806,1,3,9070,1,5,7
3807,39,1,8014,0,0,0
3808,27,1,9070,1,0,0
3809,39,1,8014,0,0,0
3810,43,1,9500,1,9,7
3811,39,1,8014,0,9,8
3812,43,1,9238,1,9,6
3813,7,1,8014,0,9,4
3814,43,1,9238,1,90,90
3815,1,3,9500,1,3,2
3816,1,1,9238,1,9,9
3817,17,1,9003,1,5,9
3818,17,1,9238,1,6,6
3819,39,1,9254,1,3,5
3820,44,1,9003,1,4,2
3821,39,1,9003,1,5,6
3822,17,6,9773,1,5,5
3823,44,1,9130,1,9,9
3824,1,1,9119,1,4,3
3825,1,1,171,1,7,8
3826,39,1,9254,1,9,4
3827,44,1,9003,1,9,6
3828,1,1,9119,1,4,10
3829,1,1,9085,1,4,9
3830,1,3,9500,1,4,4
3831,17,1,9670,1,9,9
3832,43,1,9070,1,9,9
3833,1,1,9238,1,8,10
3834,1,1,9773,1,4,4
3835,39,1,9003,1,1,4
3836,43,1,9773,1,9,3
3837,17,1,9147,1,1,9
3838,1,1,9147,1,9,8
3839,1,2,171,1,9,9
3840,1,1,9254,1,9,9
3841,1,1,9238,1,7,7
3842,39,1,9003,1,2,8
3843,16,2,9147,1,9,9
3844,1,1,9130,1,4,5
3845,39,1,9085,1,99,99
3846,43,1,9773,1,9,5
3847,17,1,9773,1,3,3
3848,39,1,9003,1,6,6
3849,1,3,9773,1,9,7
3850,43,1,9991,0,9,9
3851,39,1,9773,1,4,9
3852,43,1,9003,1,5,9
3853,1,1,9003,1,9,9
3854,39,1,9238,1,0,4
3855,1,4,9773,1,2,9
3856,39,1,9254,1,9,9
3857,39,1,9991,0,9,10
3858,1,1,9670,1,0,2
3859,43,1,9991,0,3,10
3860,39,1,9003,1,9,7
3861,18,1,9773,1,6,7
3862,1,1,9773,1,9,9
3863,1,2,9238,1,9,7
3864,43,1,9085,1,4,6
3865,17,2,9773,1,4,5
3866,1,1,9500,1,7,7
3867,17,1,9500,1,4,9
3868,44,1,9003,1,3,10
3869,39,1,9085,1,4,4
3870,17,1,9670,1,4,5
3871,1,1,9147,1,9,9
3872,43,2,9500,1,4,10
3873,1,2,9070,1,3,3
3874,39,1,9130,1,90,1
3875,43,1,9500,1,0,0
3876,17,1,9500,1,4,10
3877,18,2,9500,1,4,3
3878,43,4,9500,1,5,9
3879,39,1,9991,0,9,9
3880,17,5,9773,1,7,3
3881,1,2,9254,1,5,7
3882,1,1,9670,1,9,9
3883,1,1,9238,1,9,9
3884,7,1,9500,1,9,5
3885,18,1,9238,1,9,7
3886,1,1,9254,1,7,8
3887,1,1,9238,1,9,9
3888,17,1,9085,1,5,3
3889,1,2,9556,1,3,8
3890,18,1,9853,1,141,182
3891,1,4,9670,1,9,9
3892,1,3,9147,1,5,7
3893,39,1,9085,1,90,90
3894,1,6,9500,1,9,6
3895,1,1,9500,1,9,7
3896,17,5,9070,1,5,5
3897,17,1,9500,1,9,6
3898,39,1,9254,1,4,7
3899,7,1,9147,1,9,9
3900,1,3,9500,1,9,9
3901,17,3,9254,1,9,6
3902,39,1,9147,1,6,10
3903,39,1,9147,1,4,7
3904,18,6,9500,1,9,5
3905,39,1,9254,1,9,8
3906,1,2,9500,1,9,9
3907,1,1,9238,1,1,5
3908,39,1,9238,1,9,7
3909,39,1,9119,1,90,90
3910,17,1,9773,1,4,4
3911,44,1,8014,0,9,10
3912,1,4,9254,1,9,6
3913,1,2,9670,1,0,5
3914,43,1,9991,0,9,4
3915,1,1,9147,1,9,6
3916,17,1,8014,0,6,6
3917,1,1,9853,1,9,7
3918,1,1,9670,1,10,6
3919,17,1,9500,1,4,3
3920,1,5,9238,1,9,5
3921,17,4,9500,1,5,7
3922,1,1,9238,1,5,5
3923,39,1,8014,0,5,5
3924,1,1,171,1,5,4
3925,43,1,9147,1,9,10
3926,17,5,9500,1,4,3
3927,1,2,9773,1,5,3
3928,1,6,171,1,5,5
3929,39,1,9003,1,9,6
3930,1,1,9773,1,5,9
3931,1,1,9130,1,4,9
3932,7,1,9991,0,7,3
3933,1,1,9147,1,9,9
3934,18,3,9670,1,9,9
3935,1,1,9254,1,5,5
3936,1,1,9130,1,9,9
3937,1,3,9254,1,9,9
3938,1,2,9500,1,5,5
3939,1,5,9500,1,5,10
3940,39,1,9147,1,5,5
3941,39,1,9853,1,9,4
3942,17,3,9238,1,2,2
3943,39,1,9147,1,4,8
3944,39,1,9003,1,4,8
3945,17,1,9773,1,9,8
3946,17,2,171,1,2,6
3947,17,4,9556,1,3,7
3948,39,1,9670,1,9,4
3949,43,1,9147,1,9,10
3950,18,1,9085,1,9,9
3951,7,1,9147,1,1,7
3952,1,6,9500,1,9,4
3953,1,1,9085,1,90,90
3954,1,1,9773,1,2,1
3955,39,1,9500,1,4,10
3956,1,3,9147,1,9,10
3957,17,1,9085,1,7,9
3958,17,4,9500,1,3,10
3959,1,1,9085,1,4,4
3960,39,1,9085,1,9,9
3961,42,1,9500,1,9,4
3962,17,3,9500,1,4,3
3963,1,1,171,1,5,5
3964,17,1,9238,1,4,5
3965,1,3,9500,1,5,5
3966,44,1,9003,1,9,4
3967,1,1,9500,1,9,9
3968,44,1,9085,1,2,4
3969,44,1,9991,0,9,9
3970,1,1,9070,1,3,3
3971,1,1,9500,1,5,3
3972,39,1,9991,0,9,9
3973,43,3,9500,1,9,7
3974,43,1,9085,1,7,7
3975,17,4,9500,1,5,5
3976,1,4,9500,1,9,7
3977,17,2,9500,1,9,4
3978,1,1,9853,1,3,7
3979,39,1,9773,1,7,9
3980,17,6,9238,1,4,7
3981,1,2,9085,1,2,2
3982,17,1,9500,1,4,3
3983,17,1,9238,1,9,7
3984,39,1,9003,1,9,6
3985,17,1,9070,1,9,8
3986,1,2,9773,1,9,9
3987,1,2,9500,1,4,3
3988,1,1,9085,1,9,9
3989,43,1,9238,1,9,4
3990,15,1,9853,1,153,135
3991,1,1,9853,1,5,5
3992,17,1,9238,1,152,171
3993,1,3,9773,1,9,9
3994,1,1,171,1,2,4
3995,39,1,9991,0,9,9
3996,1,1,9853,1,9,9
3997,39,2,9556,1,4,6
3998,7,1,9500,1,4,6
3999,17,6,9500,1,4,8
4000,39,1,9119,1,9,9
4001,42,1,9119,1,3,2
4002,39,2,9254,1,9,5
4003,1,1,9500,1,9,9
4004,1,2,9070,1,9,9
4005,39,1,9085,1,90,10
4006,44,1,9003,1,9,9
4007,39,1,9003,1,4,7
4008,18,3,9853,1,5,9
4009,17,5,9254,1,5,9
4010,39,1,9556,1,9,10
4011,5,1,9147,1,5,6
4012,39,2,9670,1,9,9
4013,51,1,9500,1,3,3
4014,17,1,9500,1,7,7
4015,39,1,9991,0,5,5
4016,17,1,9254,1,9,4
4017,39,1,8014,0,9,7
4018,17,2,9254,1,9,8
4019,1,2,9500,1,5,9
4020,1,1,9670,1,1,7
4021,1,1,8014,0,1,7
4022,18,1,9147,1,5,8
4023,7,1,9500,1,4,2
4024,15,1,9556,1,122,144
4025,1,1,9991,0,9,7
4026,39,1,9003,1,9,5
4027,1,6,9500,1,4,9
4028,1,1,9070,1,4,5
4029,7,1,9500,1,2,3
4030,17,1,9130,1,9,7
4031,1,1,171,1,9,8
4032,1,6,9500,1,3,9
4033,1,1,171,1,2,2
4034,39,1,8014,0,0,0
4035,7,1,9130,1,4,8
4036,39,1,9670,1,4,10
4037,17,1,9238,1,9,9
4038,1,3,9085,1,9,9
4039,1,1,9853,1,2,3
4040,1,1,9085,1,2,4
4041,17,1,9238,1,9,4
4042,1,1,9773,1,9,9
4043,17,2,9500,1,3,8
4044,17,1,9238,1,191,193
4045,1,1,9500,1,7,8
4046,1,1,9254,1,9,8
4047,1,1,9500,1,9,10
4048,1,1,9500,1,9,7
4049,53,1,9556,1,4,5
4050,1,1,9130,1,0,0
4051,17,4,9254,1,7,7
4052,1,1,9254,1,9,9
4053,43,1,9070,1,3,2
4054,1,2,9773,1,5,5
4055,39,1,9085,1,2,9
4056,1,2,9085,1,193,101
4057,42,1,9003,1,5,5
4058,1,1,9085,1,9,1
4059,1,3,9773,1,5,5
4060,5,1,9130,1,2,2
4061,43,1,9130,1,2,3
4062,53,1,9085,1,4,7
4063,39,1,9991,0,9,7
4064,17,1,171,1,9,9
4065,43,1,8014,0,5,4
4066,1,1,9556,1,9,9
4067,7,1,8014,0,9,9
4068,1,1,9670,1,5,7
4069,17,2,9238,1,3,3
4070,18,1,9500,1,3,3
4071,1,2,9254,1,4,9
4072,39,1,9238,1,4,6
4073,17,1,9238,1,5,7
4074,18,1,9500,1,4,9
4075,17,3,9085,1,5,7
4076,1,3,9500,1,9,7
4077,1,5,9070,1,5,7
4078,39,1,9991,0,4,8
4079,1,2,9670,1,9,7
4080,1,1,171,1,7,9
4081,1,1,9085,1,9,6
4082,17,3,9254,1,5,5
4083,7,1,9991,0,2,3
4084,39,1,9147,1,9,9
4085,44,1,9130,1,3,3
4086,39,1,8014,0,9,7
4087,39,1,9500,1,5,7
4088,43,1,9991,0,3,10
4089,43,1,8014,0,0,0
4090,39,1,8014,0,0,0
4091,43,1,9991,0,9,8
4092,1,1,9500,1,4,10
4093,1,1,9773,1,7,7
4094,7,1,9238,1,4,5
4095,1,4,9500,1,9,8
4096,39,1,8014,0,9,9
4097,43,1,9991,0,9,9
4098,17,2,9556,1,5,5
4099,18,1,9238,1,4,0
4100,43,1,9556,1,4,8
4101,1,5,9070,1,9,9
4102,17,1,9085,1,9,9
4103,1,2,9147,1,4,9
4104,1,1,9238,1,9,10
4105,1,1,9147,1,9,9
4106,17,4,9773,1,5,7
4107,1,6,9500,1,9,7
4108,17,3,9500,1,4,5
4109,1,2,9238,1,4,5
4110,1,1,9500,1,9,5
4111,1,3,9500,1,9,9
4112,39,1,9500,1,7,7
4113,39,2,9556,1,7,7
4114,17,2,9773,1,2,7
4115,1,3,9070,1,3,3
4116,1,1,9085,1,3,9
4117,1,1,9500,1,9,9
4118,1,1,9085,1,4,3
4119,17,1,9853,1,4,10
4120,17,5,9500,1,5,3
4121,7,1,9085,1,4,4
4122,17,3,9238,1,7,7
4123,1,3,9500,1,9,9
4124,1,1,9085,1,9,5
4125,43,1,9500,1,5,5
4126,1,3,9085,1,9,5
4127,1,1,8014,0,5,2
4128,17,5,9085,1,9,9
4129,1,1,9500,1,7,9
4130,1,5,9500,1,9,5
4131,39,1,9500,1,1,1
4132,44,1,9085,1,2,9
4133,1,1,9254,1,7,7
4134,1,1,9238,1,4,7
4135,1,1,8014,0,9,7
4136,43,1,9500,1,5,5
4137,39,1,9254,1,9,9
4138,17,2,9853,1,5,0
4139,17,1,9238,1,7,7
4140,7,1,9238,1,99,99
4141,7,1,9070,1,2,2
4142,43,1,8014,0,0,99
4143,39,1,9556,1,9,8
4144,43,1,9556,1,7,8
4145,1,1,9238,1,1,3
4146,39,1,9500,1,9,10
4147,39,1,9085,1,9,9
4148,1,1,9147,1,9,9
4149,43,3,9500,1,9,8
4150,1,1,9773,1,0,6
4151,39,1,9003,1,5,5
4152,1,3,9085,1,90,90
4153,1,1,171,1,9,2
4154,1,1,9853,1,6,7
4155,1,5,9085,1,2,3
4156,1,3,9500,1,9,9
4157,1,5,9130,1,2,9
4158,1,2,9500,1,4,7
4159,1,1,9670,1,5,9
4160,44,1,9991,0,7,7
4161,17,2,9254,1,9,9
4162,43,1,9853,1,90,90
4163,17,2,9238,1,9,9
4164,43,3,171,1,7,7
4165,1,6,9500,1,9,9
4166,18,1,9991,0,5,5
4167,17,2,9070,1,4,7
4168,1,2,9773,1,0,5
4169,1,1,9773,1,0,5
4170,18,5,9853,1,7,7
4171,1,1,9238,1,4,7
4172,43,2,9147,1,5,9
4173,1,2,9500,1,7,7
4174,1,1,9238,1,5,6
4175,43,1,9500,1,9,5
4176,1,3,9254,1,7,9
4177,39,1,9085,1,9,9
4178,1,2,9500,1,7,9
4179,17,4,9500,1,4,7
4180,17,1,9853,1,5,7
4181,43,1,9853,1,9,9
4182,39,1,9556,1,2,2
4183,1,1,9085,1,9,10
4184,1,1,9238,1,0,7
4185,1,1,9991,0,9,9
4186,17,2,9085,1,9,7
4187,39,1,8014,0,3,7
4188,1,1,9670,1,7,0
4189,42,1,9254,1,1,1
4190,43,1,9991,0,9,9
4191,44,1,9085,1,3,9
4192,17,2,9853,1,5,6
4193,17,2,9254,1,4,4
4194,1,5,9147,1,9,9
4195,1,5,9254,1,9,7
4196,1,1,9500,1,5,5
4197,17,6,9773,1,4,2
4198,5,1,9853,1,5,8
4199,1,1,9500,1,5,5
4200,1,1,9147,1,191,154
4201,17,1,8014,0,5,6
4202,17,1,171,1,7,3
4203,1,2,9070,1,9,9
4204,1,1,9238,1,0,7
4205,1,3,9500,1,4,9
4206,1,1,9254,1,9,9
4207,1,1,9500,1,7,8
4208,1,1,171,1,4,9
4209,1,1,9147,1,9,9
4210,1,1,9254,1,3,7
4211,1,1,9238,1,5,4
4212,17,2,9773,1,4,8
4213,1,1,9238,1,9,9
4214,1,2,9500,1,5,6
4215,1,1,171,1,5,6
4216,1,6,9773,1,3,3
4217,1,2,9773,1,9,3
4218,17,3,9773,1,5,7
4219,16,4,9238,1,9,9
4220,1,1,9670,1,0,4
4221,1,1,9238,1,9,9
4222,1,1,9238,1,9,9
4223,17,2,9254,1,5,5
4224,43,1,9500,1,5,8
4225,44,1,9238,1,5,0
4226,17,2,8014,0,5,5
4227,1,6,9238,1,7,4
4228,39,1,8014,0,5,4
4229,39,1,9085,1,99,5
4230,43,1,9500,1,2,2
4231,39,1,9991,0,9,5
4232,43,1,9670,1,4,4
4233,1,5,9500,1,9,5
4234,1,2,9147,1,9,5
4235,1,3,9238,1,9,9
4236,43,1,9773,1,9,9
4237,1,4,9500,1,7,7
4238,1,1,9085,1,4,90
4239,39,1,9085,1,3,2
4240,51,1,9085,1,9,4
4241,1,3,9500,1,9,9
4242,17,1,9238,1,3,3
4243,1,1,9070,1,2,2
4244,1,1,171,1,2,5
4245,18,4,9853,1,9,6
4246,43,1,9991,0,3,3
4247,39,2,8014,0,4,7
4248,39,1,9500,1,4,6
4249,43,1,9991,0,9,9
4250,39,1,9500,1,5,7
4251,1,1,9147,1,4,3
4252,1,1,9991,0,9,9
4253,18,2,9853,1,9,4
4254,1,1,9670,1,5,9
4255,7,1,8014,0,2,2
4256,39,1,9500,1,4,8
4257,17,5,9670,1,5,5
4258,1,2,9500,1,7,7
4259,1,1,9773,1,9,10
4260,39,1,9003,1,9,9
4261,43,1,9991,0,9,9
4262,17,1,9147,1,3,7
4263,39,1,9991,0,9,4
4264,44,1,9003,1,9,9
4265,17,5,9773,1,9,5
4266,44,1,171,1,9,9
4267,1,1,9254,1,5,5
4268,1,2,9991,0,4,4
4269,17,2,9070,1,2,4
4270,17,1,9070,1,9,7
4271,17,4,9119,1,1,4
4272,1,1,9500,1,9,9
4273,17,2,9085,1,2,9
4274,1,1,9254,1,9,9
4275,17,1,9119,1,9,2
4276,39,1,9147,1,4,7
4277,17,1,9119,1,90,5
4278,1,3,9773,1,4,7
4279,17,1,9254,1,9,9
4280,39,1,9991,0,9,7
4281,1,1,9085,1,4,9
4282,18,2,9147,1,5,9
4283,39,1,9147,1,7,9
4284,39,2,9556,1,9,8
4285,1,5,9147,1,2,2
4286,1,1,9085,1,9,9
4287,44,1,9085,1,4,4
4288,44,1,9003,1,9,2
4289,1,1,9238,1,7,3
4290,1,1,171,1,4,4
4291,1,1,171,1,4,5
4292,39,1,9500,1,4,6
4293,1,6,9254,1,9,9
4294,39,1,9003,1,7,7
4295,39,1,9003,1,9,6
4296,44,1,9070,1,5,5
4297,1,1,9773,1,9,6
4298,39,1,9991,0,9,9
4299,17,1,9147,1,9,8
4300,44,1,9003,1,6,6
4301,43,1,171,1,9,7
4302,17,6,9147,1,9,9
4303,17,4,9773,1,4,5
4304,1,1,9147,1,7,5
4305,1,5,9147,1,9,9
4306,42,1,9147,1,4,4
4307,39,1,171,1,0,0
4308,44,1,171,1,1,7
4309,1,4,9773,1,9,9
4310,44,1,9085,1,9,4
4311,1,6,9119,1,3,5
4312,7,1,9991,0,3,9
4313,43,1,9853,1,2,5
4314,17,1,9119,1,9,6
4315,1,1,9254,1,4,1
4316,1,3,9070,1,123,123
4317,17,1,9670,1,4,8
4318,1,1,171,1,9,7
4319,17,1,9773,1,9,9
4320,15,1,9147,1,9,7
4321,39,1,9991,0,7,8
4322,1,1,9773,1,3,5
4323,39,1,9991,0,9,6
4324,1,1,9500,1,7,9
4325,7,1,8014,0,3,7
4326,39,1,8014,0,9,8
4327,39,1,9147,1,9,9
4328,43,2,9853,1,4,1
4329,17,1,9238,1,9,5
4330,1,4,9238,1,8,9
4331,17,1,171,1,5,9
4332,1,1,9238,1,9,9
4333,1,2,9238,1,9,8
4334,1,1,9254,1,9,10
4335,1,1,9147,1,4,6
4336,1,2,9773,1,9,7
4337,1,1,9085,1,4,9
4338,1,1,9670,1,9,6
4339,42,1,9500,1,2,6
4340,17,1,9085,1,2,2
4341,17,2,9500,1,5,9
4342,39,1,9670,1,0,0
4343,17,2,9500,1,5,10
4344,17,5,9238,1,9,9
4345,1,1,9773,1,5,10
4346,17,2,9254,1,5,5
4347,17,5,9147,1,4,4
4348,1,1,9500,1,2,9
4349,1,5,9500,1,9,6
4350,44,1,9085,1,4,3
4351,1,3,9070,1,4,8
4352,1,6,9853,1,9,7
4353,1,1,171,1,4,4
4354,39,1,9991,0,9,9
4355,1,2,9085,1,2,5
4356,39,1,9085,1,4,8
4357,39,1,8014,0,7,8
4358,43,1,9254,1,9,9
4359,1,4,9238,1,4,5
4360,17,4,9500,1,4,8
4361,17,1,9500,1,2,3
4362,1,3,9085,1,9,90
4363,17,3,9853,1,0,0
4364,17,1,9238,1,9,9
4365,1,2,171,1,4,9
4366,1,1,9670,1,3,9
4367,17,1,9085,1,1,1
4368,39,1,9991,0,9,9
4369,1,1,9500,1,3,3
4370,1,3,171,1,5,2
4371,1,6,9500,1,3,3
4372,39,1,9003,1,9,9
4373,1,1,9238,1,7,9
4374,7,1,9500,1,4,9
4375,43,1,9991,0,9,9
4376,17,6,9500,1,9,10
4377,43,1,9991,0,9,9
4378,39,1,9853,1,9,9
4379,39,1,9991,0,7,7
4380,7,1,9500,1,7,8
4381,1,2,9238,1,4,8
4382,1,1,9500,1,9,9
4383,39,2,8014,0,9,9
4384,1,1,9238,1,9,7
4385,1,1,9238,1,193,194
4386,17,1,9670,1,8,7
4387,1,1,9991,0,9,9
4388,43,1,9147,1,9,9
4389,1,1,9238,1,9,7
4390,39,1,9085,1,9,9
4391,7,1,9500,1,9,5
4392,1,1,9147,1,4,10
4393,39,1,9991,0,5,7
4394,1,4,9500,1,9,10
4395,17,3,9773,1,99,99
4396,1,2,9773,1,9,10
4397,5,4,9853,1,3,8
4398,39,1,9147,1,7,9
4399,1,1,9254,1,9,9
4400,39,1,9991,0,6,3
4401,7,1,9085,1,90,90
4402,18,2,9853,1,3,9
4403,17,3,9500,1,4,10
4404,39,1,9130,1,8,8
4405,1,4,9500,1,7,7
4406,1,1,9070,1,5,7
4407,1,1,9773,1,4,4
4408,39,1,9773,1,9,9
4409,43,1,9991,0,4,1
4410,1,1,9070,1,9,4
4411,44,1,9130,1,9,3
4412,43,1,9070,1,7,8
4413,43,1,33,1,9,10
4414,1,1,9130,1,3,5
4415,39,1,9500,1,6,6
4416,43,2,9500,1,9,5
4417,1,1,9070,1,9,9
4418,44,1,9070,1,3,9
4419,1,6,9773,1,5,4
4420,1,2,9773,1,9,9
4421,1,1,9500,1,9,9
4422,1,1,9147,1,7,4
4423,10,1,9773,1,5,9
